pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
27843.00,12262.00,spinach_fet_s,1.00,24-07-2015,13:18:34,12.00,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
27844.00,12263.00,big_meat_s,1.00,24-07-2015,13:21:19,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
27845.00,12263.00,ital_cpcllo_s,1.00,24-07-2015,13:21:19,12.00,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
27846.00,12263.00,thai_ckn_l,1.00,24-07-2015,13:21:19,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27847.00,12264.00,bbq_ckn_l,1.00,24-07-2015,13:23:41,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27848.00,12264.00,big_meat_s,1.00,24-07-2015,13:23:41,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
27849.00,12264.00,classic_dlx_l,1.00,24-07-2015,13:23:41,20.50,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27850.00,12264.00,mexicana_l,1.00,24-07-2015,13:23:41,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
27851.00,12264.00,thai_ckn_l,1.00,24-07-2015,13:23:41,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27852.00,12265.00,sicilian_m,1.00,24-07-2015,14:09:26,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27853.00,12265.00,spicy_ital_l,1.00,24-07-2015,14:09:26,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
27854.00,12266.00,calabrese_m,1.00,24-07-2015,14:25:08,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
27855.00,12266.00,ckn_alfredo_m,1.00,24-07-2015,14:25:08,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
27856.00,12266.00,classic_dlx_l,1.00,24-07-2015,14:25:08,20.50,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27857.00,12266.00,four_cheese_l,1.00,24-07-2015,14:25:08,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27858.00,12266.00,hawaiian_l,1.00,24-07-2015,14:25:08,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
27859.00,12266.00,ital_supr_m,1.00,24-07-2015,14:25:08,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
27860.00,12266.00,ital_veggie_s,1.00,24-07-2015,14:25:08,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
27861.00,12266.00,napolitana_s,1.00,24-07-2015,14:25:08,12.00,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
27862.00,12266.00,pepperoni_m,1.00,24-07-2015,14:25:08,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27863.00,12266.00,prsc_argla_s,1.00,24-07-2015,14:25:08,12.50,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
27864.00,12266.00,spicy_ital_l,2.00,24-07-2015,14:25:08,20.75,41.5,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
27865.00,12266.00,spin_pesto_s,1.00,24-07-2015,14:25:08,12.50,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
27866.00,12266.00,veggie_veg_s,2.00,24-07-2015,14:25:08,12.00,24,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27867.00,12267.00,cali_ckn_l,1.00,24-07-2015,14:35:12,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27868.00,12268.00,classic_dlx_s,1.00,24-07-2015,14:41:02,12.00,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27869.00,12268.00,mediterraneo_l,1.00,24-07-2015,14:41:02,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
27870.00,12269.00,ckn_pesto_l,1.00,24-07-2015,14:55:19,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
27871.00,12269.00,mexicana_m,1.00,24-07-2015,14:55:19,16.00,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
27872.00,12270.00,green_garden_s,1.00,24-07-2015,15:32:08,12.00,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
27873.00,12271.00,calabrese_s,1.00,24-07-2015,15:37:50,12.25,12.25,S,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
27874.00,12271.00,cali_ckn_m,1.00,24-07-2015,15:37:50,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27875.00,12271.00,pepperoni_m,1.00,24-07-2015,15:37:50,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27876.00,12272.00,green_garden_m,1.00,24-07-2015,16:10:53,16.00,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
27877.00,12272.00,ital_supr_m,1.00,24-07-2015,16:10:53,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
27878.00,12272.00,pepperoni_m,1.00,24-07-2015,16:10:53,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27879.00,12272.00,thai_ckn_m,1.00,24-07-2015,16:10:53,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27880.00,12273.00,ital_cpcllo_s,1.00,24-07-2015,16:29:45,12.00,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
27881.00,12274.00,cali_ckn_m,1.00,24-07-2015,16:50:57,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27882.00,12274.00,thai_ckn_s,1.00,24-07-2015,16:50:57,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27883.00,12275.00,ital_supr_m,1.00,24-07-2015,17:11:19,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
27884.00,12275.00,napolitana_m,1.00,24-07-2015,17:11:19,16.00,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
27885.00,12276.00,bbq_ckn_l,1.00,24-07-2015,17:25:16,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27886.00,12276.00,ital_cpcllo_m,1.00,24-07-2015,17:25:16,16.00,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
27887.00,12276.00,spinach_fet_l,1.00,24-07-2015,17:25:16,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
27888.00,12277.00,veggie_veg_m,1.00,24-07-2015,17:35:04,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27889.00,12278.00,big_meat_s,1.00,24-07-2015,17:35:16,12.00,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
27890.00,12278.00,pepperoni_l,1.00,24-07-2015,17:35:16,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27891.00,12278.00,pepperoni_s,1.00,24-07-2015,17:35:16,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27892.00,12278.00,sicilian_m,1.00,24-07-2015,17:35:16,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27893.00,12279.00,prsc_argla_m,1.00,24-07-2015,17:36:21,16.50,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
27894.00,12280.00,cali_ckn_l,1.00,24-07-2015,17:47:25,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27895.00,12280.00,pep_msh_pep_l,1.00,24-07-2015,17:47:25,17.50,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
27896.00,12280.00,sicilian_l,1.00,24-07-2015,17:47:25,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27897.00,12280.00,soppressata_l,1.00,24-07-2015,17:47:25,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
27898.00,12281.00,calabrese_l,1.00,24-07-2015,17:50:01,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
27899.00,12281.00,classic_dlx_s,1.00,24-07-2015,17:50:01,12.00,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27900.00,12281.00,ital_supr_s,1.00,24-07-2015,17:50:01,12.50,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
27901.00,12281.00,prsc_argla_s,1.00,24-07-2015,17:50:01,12.50,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
27902.00,12282.00,thai_ckn_l,1.00,24-07-2015,17:59:57,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27903.00,12283.00,veggie_veg_m,1.00,24-07-2015,18:00:13,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27904.00,12284.00,bbq_ckn_l,1.00,24-07-2015,18:00:26,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27905.00,12284.00,hawaiian_l,1.00,24-07-2015,18:00:26,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
27906.00,12284.00,veggie_veg_l,1.00,24-07-2015,18:00:26,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27907.00,12284.00,veggie_veg_s,1.00,24-07-2015,18:00:26,12.00,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27908.00,12285.00,pepperoni_l,1.00,24-07-2015,18:07:21,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27909.00,12285.00,prsc_argla_l,1.00,24-07-2015,18:07:21,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
27910.00,12286.00,classic_dlx_m,1.00,24-07-2015,18:08:41,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27911.00,12286.00,spicy_ital_l,1.00,24-07-2015,18:08:41,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
27912.00,12287.00,classic_dlx_s,1.00,24-07-2015,18:10:15,12.00,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27913.00,12288.00,bbq_ckn_s,1.00,24-07-2015,18:16:24,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27914.00,12289.00,napolitana_s,1.00,24-07-2015,18:18:15,12.00,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
27915.00,12289.00,thai_ckn_l,1.00,24-07-2015,18:18:15,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27916.00,12290.00,bbq_ckn_l,1.00,24-07-2015,18:25:29,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27917.00,12290.00,mediterraneo_m,1.00,24-07-2015,18:25:29,16.00,16,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
27918.00,12290.00,pepperoni_m,1.00,24-07-2015,18:25:29,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27919.00,12290.00,the_greek_xl,1.00,24-07-2015,18:25:29,25.50,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
27920.00,12291.00,cali_ckn_m,1.00,24-07-2015,18:27:09,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27921.00,12291.00,the_greek_l,1.00,24-07-2015,18:27:09,20.50,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
27922.00,12292.00,pepperoni_l,1.00,24-07-2015,18:28:51,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27923.00,12293.00,ital_supr_m,1.00,24-07-2015,18:31:17,16.50,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
27924.00,12294.00,ckn_alfredo_s,1.00,24-07-2015,18:35:20,12.75,12.75,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
27925.00,12294.00,ckn_pesto_l,1.00,24-07-2015,18:35:20,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
27926.00,12294.00,mexicana_l,1.00,24-07-2015,18:35:20,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
27927.00,12295.00,classic_dlx_m,1.00,24-07-2015,18:38:47,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27928.00,12295.00,four_cheese_l,1.00,24-07-2015,18:38:47,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27929.00,12295.00,napolitana_m,1.00,24-07-2015,18:38:47,16.00,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
27930.00,12295.00,pepperoni_l,1.00,24-07-2015,18:38:47,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27931.00,12296.00,big_meat_s,2.00,24-07-2015,18:40:19,12.00,24,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
27932.00,12297.00,five_cheese_l,1.00,24-07-2015,18:43:31,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
27933.00,12298.00,brie_carre_s,1.00,24-07-2015,18:45:14,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza
27934.00,12298.00,veggie_veg_m,1.00,24-07-2015,18:45:14,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27935.00,12299.00,spin_pesto_s,1.00,24-07-2015,18:51:54,12.50,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
27936.00,12300.00,mexicana_m,1.00,24-07-2015,18:52:33,16.00,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
27937.00,12300.00,spinach_supr_s,1.00,24-07-2015,18:52:33,12.50,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
27938.00,12301.00,bbq_ckn_l,1.00,24-07-2015,19:03:46,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27939.00,12301.00,southw_ckn_l,1.00,24-07-2015,19:03:46,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
27940.00,12302.00,classic_dlx_m,1.00,24-07-2015,19:23:29,16.00,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
27941.00,12302.00,four_cheese_l,1.00,24-07-2015,19:23:29,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27942.00,12302.00,hawaiian_s,1.00,24-07-2015,19:23:29,10.50,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
27943.00,12302.00,mexicana_m,1.00,24-07-2015,19:23:29,16.00,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
27944.00,12303.00,cali_ckn_l,1.00,24-07-2015,19:45:32,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27945.00,12303.00,ckn_alfredo_m,1.00,24-07-2015,19:45:32,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
27946.00,12303.00,ckn_pesto_l,1.00,24-07-2015,19:45:32,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
27947.00,12303.00,veggie_veg_l,1.00,24-07-2015,19:45:32,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27948.00,12304.00,sicilian_m,1.00,24-07-2015,19:48:08,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27949.00,12304.00,thai_ckn_s,1.00,24-07-2015,19:48:08,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27950.00,12305.00,five_cheese_l,1.00,24-07-2015,19:55:29,18.50,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
27951.00,12305.00,hawaiian_l,1.00,24-07-2015,19:55:29,16.50,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
27952.00,12306.00,mediterraneo_s,1.00,24-07-2015,19:56:53,12.00,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
27953.00,12306.00,spicy_ital_s,1.00,24-07-2015,19:56:53,12.50,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
27954.00,12306.00,thai_ckn_l,1.00,24-07-2015,19:56:53,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27955.00,12307.00,veggie_veg_m,1.00,24-07-2015,20:16:48,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27956.00,12308.00,mediterraneo_m,1.00,24-07-2015,20:32:10,16.00,16,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
27957.00,12309.00,four_cheese_l,1.00,24-07-2015,20:41:37,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27958.00,12309.00,southw_ckn_l,1.00,24-07-2015,20:41:37,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
27959.00,12309.00,spinach_fet_m,1.00,24-07-2015,20:41:37,16.00,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
27960.00,12310.00,bbq_ckn_m,1.00,24-07-2015,20:49:09,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27961.00,12310.00,thai_ckn_s,1.00,24-07-2015,20:49:09,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
27962.00,12311.00,bbq_ckn_m,1.00,24-07-2015,21:02:04,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
27963.00,12312.00,four_cheese_l,1.00,24-07-2015,21:03:15,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27964.00,12312.00,hawaiian_s,1.00,24-07-2015,21:03:15,10.50,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
27965.00,12312.00,pepperoni_m,1.00,24-07-2015,21:03:15,12.50,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27966.00,12313.00,cali_ckn_m,1.00,24-07-2015,21:21:13,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27967.00,12313.00,pepperoni_l,1.00,24-07-2015,21:21:13,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
27968.00,12313.00,sicilian_m,1.00,24-07-2015,21:21:13,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27969.00,12314.00,cali_ckn_l,1.00,24-07-2015,21:31:45,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27970.00,12315.00,four_cheese_m,1.00,24-07-2015,21:54:56,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
27971.00,12315.00,soppressata_s,1.00,24-07-2015,21:54:56,12.50,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
27972.00,12315.00,veggie_veg_m,1.00,24-07-2015,21:54:56,16.00,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
27973.00,12316.00,sicilian_s,1.00,24-07-2015,22:10:47,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
27974.00,12317.00,cali_ckn_l,1.00,24-07-2015,22:28:09,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
27975.00,12317.00,mediterraneo_s,1.00,24-07-2015,22:28:09,12.00,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
